nom_estab,codigo_act,nombre_act,per_ocu,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,latitud,longitud,fecha_alta
DENTAL SL CONSULTORIO DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22645,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.44506948,-117.0111507,2019-11
DENTAL SMART,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53265841,-117.038959,2014-12
DENTAL SMILE,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.54086685,-117.0302815,2014-12
DENTAL SOCORRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53487584,-117.0425034,2010-07
DENTAL SOLIS,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71578044,-114.728238,2014-12
DENTAL SOLORIO VALDIVIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53241351,-117.0449736,2010-07
DENTAL SOLUTION,621211,Consultorios dentales del sector privado,6 a 10 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71630787,-114.7303808,2019-11
DENTAL SOLUTIONS,621211,Consultorios dentales del sector privado,11 a 30 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71681936,-114.7268607,2019-11
DENTAL SOLUTIONS,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5329246,-117.0360473,2010-07
DENTAL SOLUTIONS,621211,Consultorios dentales del sector privado,11 a 30 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5245679,-117.0303657,2019-11
DENTAL SOLUTIONS GROUP,621211,Consultorios dentales del sector privado,0 a 5 personas,22015,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52047194,-117.0185635,2010-07
DENTAL SONRIE,621211,Consultorios dentales del sector privado,0 a 5 personas,22300,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53263699,-117.009767,2019-11
DENTAL SONRISA,621211,Consultorios dentales del sector privado,11 a 30 personas,22226,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49079211,-116.9326599,2019-11
DENTAL SOTELO,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71589963,-114.7299514,2010-07
DENTAL SPA,621211,Consultorios dentales del sector privado,0 a 5 personas,22920,2,BAJA CALIFORNIA,1,Ensenada,268,Vicente Guerrero,30.73291121,-115.9875228,2019-11
DENTAL SPA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5287533,-117.0345422,2010-07
DENTAL SPA BY LUCY MUÃ‘OZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22890,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.82083387,-116.5988297,2014-12
DENTAL SPAÃ‘A,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53532587,-117.0391281,2014-12
DENTAL SPECIALITES CENTER,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71712182,-114.7297612,2019-11
DENTAL STUDIO,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71823683,-114.7246606,2019-11
DENTAL STUDIO,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53162842,-117.0405559,2014-12
DENTAL STUDIO MX,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53166642,-117.0401315,2019-11
DENTAL SUR,621211,Consultorios dentales del sector privado,0 a 5 personas,22237,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.46770917,-116.8738173,2014-12
DENTAL SURF CITY,621211,Consultorios dentales del sector privado,0 a 5 personas,22740,2,BAJA CALIFORNIA,5,Playas de Rosarito,160,Rancho Santini,32.25594194,-116.9699217,2016-01
DENTAL TECATE,621211,Consultorios dentales del sector privado,0 a 5 personas,21400,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57388116,-116.6241359,2010-07
DENTAL TECH,621211,Consultorios dentales del sector privado,0 a 5 personas,21180,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62465556,-115.5014594,2014-12
DENTAL TERRA,621211,Consultorios dentales del sector privado,0 a 5 personas,22214,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50965615,-116.9142218,2014-12
DENTAL TERRAZAS,621211,Consultorios dentales del sector privado,0 a 5 personas,22330,2,BAJA CALIFORNIA,4,Tijuana,1053,Terrazas del Valle,32.49238721,-116.8316091,2010-07
DENTAL TERRAZAS,621211,Consultorios dentales del sector privado,0 a 5 personas,22115,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48866432,-116.9498937,2019-11
DENTAL TORRES,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52709677,-117.0233753,2010-07
DENTAL TORRES OFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71774921,-114.7291237,2010-07
DENTAL TRACEYS,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71719797,-114.728463,2014-12
DENTAL ULLOA,621211,Consultorios dentales del sector privado,0 a 5 personas,22457,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52370814,-116.9444154,2014-12
DENTAL UNION,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53180625,-117.0471712,2010-07
DENTAL UNION,621211,Consultorios dentales del sector privado,6 a 10 personas,21120,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65950143,-115.4957533,2014-12
DENTAL UNION CUCAPAH,621211,Consultorios dentales del sector privado,0 a 5 personas,22205,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51375194,-116.8702901,2010-07
DENTAL UNIVERSIDAD,621211,Consultorios dentales del sector privado,0 a 5 personas,21290,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62918864,-115.4342134,2010-07
DENTAL URIBE,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53206209,-117.0440453,2014-12
DENTAL VALENZUELA,621211,Consultorios dentales del sector privado,0 a 5 personas,21620,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.56525728,-115.3366238,2014-12
DENTAL VALIZ,621211,Consultorios dentales del sector privado,0 a 5 personas,21160,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.63443633,-115.5237064,2019-11
DENTAL VANCOUVER,621211,Consultorios dentales del sector privado,0 a 5 personas,22232,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53343835,-116.9405686,2019-11
DENTAL VARGAS,621211,Consultorios dentales del sector privado,6 a 10 personas,22703,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.36698811,-117.0599969,2010-07
DENTAL VARGAS,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71665715,-114.7282604,2010-07
DENTAL VAZQUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22645,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.44329984,-117.0124253,2010-07
DENTAL VEGA,621211,Consultorios dentales del sector privado,0 a 5 personas,21360,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62539483,-115.4428397,2019-11
DENTAL VELARE,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87241087,-116.6232823,2019-11
DENTAL VELAZQUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53487584,-117.0425034,2019-11
DENTAL VELAZQUEZ,621211,Consultorios dentales del sector privado,0 a 5 personas,21970,2,BAJA CALIFORNIA,2,Mexicali,111,Vicente Guerrero (Algodones),32.71785746,-114.7261594,2010-07
DENTAL VERACRUZ,621211,Consultorios dentales del sector privado,0 a 5 personas,22480,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53359598,-117.0088647,2019-11
DENTAL VERONA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53556811,-117.036432,2010-07
DENTAL VERONICA PARK,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53206209,-117.0440453,2010-07
DENTAL VILA,621211,Consultorios dentales del sector privado,0 a 5 personas,22703,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.3521939,-117.0581624,2019-11
DENTAL VILLA,621211,Consultorios dentales del sector privado,0 a 5 personas,22610,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51294164,-117.0572212,2010-07
DENTAL VILLA,621211,Consultorios dentales del sector privado,0 a 5 personas,22706,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.37615251,-117.0520765,2010-07
DENTAL VILLAFONTANA,621211,Consultorios dentales del sector privado,0 a 5 personas,21180,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62395548,-115.5027791,2010-07
DENTAL VILLAGRANA,621211,Consultorios dentales del sector privado,0 a 5 personas,21399,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.60838295,-115.3905292,2014-12
DENTAL VISA,621211,Consultorios dentales del sector privado,0 a 5 personas,21355,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.59020915,-115.4727753,2014-12
DENTAL WEERA,621211,Consultorios dentales del sector privado,0 a 5 personas,22840,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86301896,-116.6045923,2019-11
DENTAL WORLD,621211,Consultorios dentales del sector privado,0 a 5 personas,21137,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65443536,-115.5225954,2014-12
DENTAL WORLD,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53278067,-117.037588,2010-07
DENTAL WORLS,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53158572,-117.041033,2010-07
DENTAL YING YANG,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53489243,-117.0423131,2019-11
DENTAL ZAMORA,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.33844694,-117.0552137,2010-07
DENTAL ZARAGOZA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53212713,-117.0433225,2010-07
DENTAL ZAZUETA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53198156,-117.0449403,2010-07
DENTAL ZONE,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53229393,-117.0242338,2019-11
DENTAL-ART,621211,Consultorios dentales del sector privado,0 a 5 personas,22707,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.3403161,-117.0561224,2010-07
DENTALE CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,22225,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.48714271,-116.9252155,2019-11
DENTALIA,621211,Consultorios dentales del sector privado,11 a 30 personas,22420,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50883041,-117.014369,2019-11
DENTALIC,621211,Consultorios dentales del sector privado,0 a 5 personas,22106,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49699016,-116.9756838,2019-11
DENTALIK ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52580598,-117.031973,2019-11
DENTALIK ODONTOLOGIA INTEGRAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52581756,-117.0318263,2019-11
DENTALIMAGE,621211,Consultorios dentales del sector privado,6 a 10 personas,22226,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.4858453,-116.9269402,2019-11
DENTALL,621211,Consultorios dentales del sector privado,0 a 5 personas,21450,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57003175,-116.6391459,2019-11
DENTALOFFICE,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.34466704,-117.0588362,2019-11
DENTALPRO,621211,Consultorios dentales del sector privado,0 a 5 personas,22100,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52353247,-117.0291367,2014-12
DENTAMEDIC,621211,Consultorios dentales del sector privado,6 a 10 personas,21400,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57532076,-116.6241152,2014-12
DENTAMETRICS,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87106595,-116.6218771,2010-07
DENTARTE ENDODONCIA Y ORTODONCIA,621211,Consultorios dentales del sector privado,0 a 5 personas,22890,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.83328535,-116.5985433,2019-11
DENTCARE,621211,Consultorios dentales del sector privado,0 a 5 personas,21010,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.65935448,-115.4685274,2019-11
DENTCO,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52336114,-117.01455,2019-11
DENTE DENTIOSTAS ESPECIALIZADOS,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66588586,-115.4740798,2014-12
DENTI CENTER,621211,Consultorios dentales del sector privado,31 a 50 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53965129,-117.0276611,2010-07
DENTI RED,621211,Consultorios dentales del sector privado,0 a 5 personas,22206,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49459105,-116.8854832,2019-11
DENTIAL MIRELES,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53010418,-117.0306865,2010-07
DENTIC,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53352057,-117.04424,2014-12
DENTICA CLINICA DENTAL,621211,Consultorios dentales del sector privado,0 a 5 personas,22224,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.46426321,-116.9123308,2019-11
DENTICENTER,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.6645166,-115.4901692,2010-07
DENTICENTRO,621211,Consultorios dentales del sector privado,0 a 5 personas,21410,2,BAJA CALIFORNIA,3,Tecate,1,Tecate,32.57184003,-116.6391475,2010-07
DENTIFY SUPER SALUDABLE,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53022747,-117.0254374,2019-11
DENTIKA,621211,Consultorios dentales del sector privado,6 a 10 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66573776,-115.4551538,2014-12
DENTILAND,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52859678,-117.0245765,2010-07
DENTIMUNDO,621211,Consultorios dentales del sector privado,0 a 5 personas,22206,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.49452405,-116.8841208,2014-12
DENTINLOVE,621211,Consultorios dentales del sector privado,0 a 5 personas,22438,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.51145239,-116.9720397,2019-11
DENTIQ CLINIC,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52944785,-117.0386878,2014-12
DENTIS,621211,Consultorios dentales del sector privado,0 a 5 personas,22010,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52251242,-117.0152844,2016-01
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22056,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52024781,-117.0355474,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22056,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52253342,-117.0353107,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22106,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50756279,-116.9814396,2019-11
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22710,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.36580197,-117.0505097,2019-11
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53409598,-117.041716,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53368182,-117.0424389,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22830,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.8750831,-116.6011311,2019-11
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22320,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5205263,-117.0122857,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21110,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.656252,-115.5085579,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53199471,-117.0398867,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53160369,-117.0408323,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53716762,-117.035386,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21900,2,BAJA CALIFORNIA,2,Mexicali,456,Benito JuÃ¡rez (Ejido Tecolotes),32.5700919,-114.9945844,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53341115,-117.0437067,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53188812,-117.0376304,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22940,2,BAJA CALIFORNIA,1,Ensenada,857,San QuintÃ­n,30.55813741,-115.9386418,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21700,2,BAJA CALIFORNIA,2,Mexicali,159,Delta (EstaciÃ³n Delta),32.36088228,-115.1992145,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22830,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.85784894,-116.6118652,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22237,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.46511714,-116.8815752,2019-11
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.86563863,-116.6237358,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22534,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52967709,-117.0731217,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22250,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5308467,-117.1162779,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21180,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.62846443,-115.5124018,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22330,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53022094,-116.9711765,2019-11
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21130,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.6562018,-115.5173802,2019-11
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53403901,-117.0352873,2014-12
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53214383,-117.0446424,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22703,2,BAJA CALIFORNIA,5,Playas de Rosarito,1,Playas de Rosarito,32.35274364,-117.0585479,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.5328108,-117.0432653,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22534,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.52507749,-117.0643953,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22800,2,BAJA CALIFORNIA,1,Ensenada,1,Ensenada,31.87371175,-116.6257491,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,21100,2,BAJA CALIFORNIA,2,Mexicali,1,Mexicali,32.66408494,-115.495907,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22245,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.47440312,-116.839261,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22506,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.50826774,-117.1217127,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53169876,-117.0412633,2010-07
DENTISTA,621211,Consultorios dentales del sector privado,0 a 5 personas,22000,2,BAJA CALIFORNIA,4,Tijuana,1,Tijuana,32.53348587,-117.0428969,2010-07
